Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Men,Athletic Footwear,34,68,2312,1086.64,0.47,Online
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Women,Street Footwear,24,63,1512,695.52,0.46,Online
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Women,Athletic Footwear,28,20,560,280,0.5,Online
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Men,Apparel,42,33,1386,595.98,0.43,Online
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Women,Apparel,33,59,1947,778.8,0.4,Online
Foot Locker,1185746,"Monday, February 22, 2021",East,West Bengal,Kolkata,Men,Street Footwear,32,138,4416,2340.48,0.53,Online
Foot Locker,1185735,"Tuesday, June 22, 2021",West,Maharashtra,Mumbai,Women,Street Footwear,37,47,1739,869.5,0.5,Online
Foot Locker,1185735,"Tuesday, June 22, 2021",West,Maharashtra,Mumbai,Women,Athletic Footwear,37,44,1628,814,0.5,Online
Foot Locker,1185736,"Tuesday, June 22, 2021",West,Gujrat,Ahemdabad,Men,Apparel,49,42,2058,905.52,0.44,Online
Foot Locker,1185736,"Tuesday, June 22, 2021",West,Gujrat,Ahemdabad,Women,Apparel,53,84,4452,2003.4,0.45,Online
Foot Locker,1185736,"Tuesday, July 20, 2021",West,Gujrat,Ahemdabad,Men,Street Footwear,49,131,6419,3337.88,0.52,Online
Foot Locker,1185736,"Friday, October 22, 2021",West,Gujrat,Ahemdabad,Women,Athletic Footwear,49,21,1029,514.5,0.5,Online
Foot Locker,1185736,"Friday, October 22, 2021",West,Gujrat,Ahemdabad,Men,Apparel,56,20,1120,448,0.4,Online
Foot Locker,1185736,"Friday, October 22, 2021",West,Gujrat,Ahemdabad,Women,Apparel,60,52,3120,1248,0.4,Online
Foot Locker,1185736,"Sunday, November 21, 2021",West,Gujrat,Ahemdabad,Men,Street Footwear,58,88,5104,2807.2,0.55,Online
Foot Locker,1185736,"Sunday, November 21, 2021",West,Gujrat,Ahemdabad,Men,Athletic Footwear,45,51,2295,1078.65,0.47,Online
Foot Locker,1185736,"Sunday, November 21, 2021",West,Gujrat,Ahemdabad,Women,Street Footwear,49,48,2352,1176,0.5,Online
Foot Locker,1185736,"Sunday, November 21, 2021",West,Gujrat,Ahemdabad,Women,Athletic Footwear,48,41,1968,905.28,0.46,Online
Foot Locker,1185736,"Sunday, November 21, 2021",West,Gujrat,Ahemdabad,Men,Apparel,56,31,1736,763.84,0.44,Online
Foot Locker,1185736,"Sunday, November 21, 2021",West,Gujrat,Ahemdabad,Women,Apparel,62,63,3906,1679.58,0.43,Online
Foot Locker,1185736,"Monday, December 20, 2021",West,Gujrat,Ahemdabad,Men,Street Footwear,57,122,6954,3477,0.5,Online
Foot Locker,1185736,"Monday, December 20, 2021",West,Gujrat,Ahemdabad,Men,Athletic Footwear,46,65,2990,1495,0.5,Online
Foot Locker,1185736,"Monday, December 20, 2021",West,Gujrat,Ahemdabad,Women,Street Footwear,45,65,2925,1374.75,0.47,Online
Foot Locker,1185736,"Monday, December 20, 2021",West,Gujrat,Ahemdabad,Women,Athletic Footwear,49,44,2156,1013.32,0.47,Online
Foot Locker,1185736,"Monday, December 20, 2021",West,Gujrat,Ahemdabad,Men,Apparel,54,51,2754,1129.14,0.41,Online
Foot Locker,1185736,"Monday, December 20, 2021",West,Gujrat,Ahemdabad,Women,Apparel,61,72,4392,1844.64,0.42,Online
Foot Locker,1185736,"Sunday, January 17, 2021",West,Gujrat,Ahemdabad,Men,Street Footwear,36,137,4932,2219.4,0.45,Online
Foot Locker,1185736,"Sunday, January 17, 2021",West,Gujrat,Ahemdabad,Men,Athletic Footwear,38,81,3078,1539,0.5,Online
Foot Locker,1185736,"Sunday, January 17, 2021",West,Gujrat,Ahemdabad,Women,Street Footwear,29,91,2639,1398.67,0.53,Online
Foot Locker,1185736,"Sunday, January 17, 2021",West,Gujrat,Ahemdabad,Women,Athletic Footwear,32,47,1504,827.2,0.55,Online
Foot Locker,1185736,"Sunday, January 17, 2021",West,Gujrat,Ahemdabad,Men,Apparel,49,59,2891,1214.22,0.42,Online
Foot Locker,1185736,"Sunday, January 17, 2021",West,Gujrat,Ahemdabad,Women,Apparel,36,81,2916,1487.16,0.51,Online
Foot Locker,1185736,"Monday, February 15, 2021",West,Gujrat,Ahemdabad,Men,Street Footwear,39,144,5616,2808,0.5,Online
Foot Locker,1185736,"Monday, February 15, 2021",West,Gujrat,Ahemdabad,Men,Athletic Footwear,37,61,2257,1038.22,0.46,Online
Foot Locker,1185736,"Monday, February 15, 2021",West,Gujrat,Ahemdabad,Women,Street Footwear,27,69,1863,950.13,0.51,Online
Amazon,1185737,"Friday, October 15, 2021",South,Karnatka,Benglore,Women,Apparel,70,225,157500,47250,0.3,In-store
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Street Footwear,65,375,243750,73125,0.3,In-store
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,55,300,165000,49500,0.3,In-store
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Street Footwear,55,295,162250,40562.5,0.25,In-store
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,55,275,151250,37812.5,0.25,In-store
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Apparel,65,250,162500,40625,0.25,In-store
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Apparel,70,350,245000,73500,0.3,In-store
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Street Footwear,65,575,373750,112125,0.3,In-store
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,55,375,206250,61875,0.3,In-store
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Street Footwear,55,350,192500,48125,0.25,In-store
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,55,300,165000,41250,0.25,In-store
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Apparel,65,300,195000,48750,0.25,In-store
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Apparel,70,400,280000,84000,0.3,In-store
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Street Footwear,45,525,236250,106312.5,0.45,In-store
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,45,325,146250,65812.5,0.45,In-store
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Street Footwear,35,325,113750,39812.5,0.35,In-store
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,40,175,70000,24500,0.35,In-store
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Apparel,55,225,123750,43312.5,0.35,In-store
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Apparel,45,325,146250,58500,0.4,In-store
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Men,Street Footwear,45,575,258750,116437.5,0.45,In-store
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,45,225,101250,45562.5,0.45,In-store
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Women,Street Footwear,35,275,96250,33687.5,0.35,In-store
Amazon,1185737,"Friday, October 15, 2021",South,Karnatka,Benglore,Women,Apparel,66,65,4290,1887.6,0.44,Online
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Street Footwear,62,113,7006,3012.58,0.43,Online
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,52,90,4680,2059.2,0.44,Online
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Street Footwear,50,83,4150,1494,0.36,Online
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,51,80,4080,1591.2,0.39,Online
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Apparel,63,70,4410,1675.8,0.38,Online
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Apparel,64,98,6272,2822.4,0.45,Online
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Street Footwear,64,150,9600,3936,0.41,Online
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,53,105,5565,2226,0.4,Online
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Street Footwear,51,98,4998,1949.22,0.39,Online
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,52,75,3900,1482,0.38,Online
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Apparel,62,84,5208,2031.12,0.39,Online
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Apparel,65,112,7280,3203.2,0.44,Online
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Street Footwear,44,152,6688,3678.4,0.55,Online
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,42,94,3948,2368.8,0.6,Online
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Street Footwear,32,91,2912,1310.4,0.45,Online
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,39,44,1716,840.84,0.49,Online
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Apparel,52,68,3536,1661.92,0.47,Online
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Apparel,44,98,4312,2199.12,0.51,Online
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Men,Street Footwear,41,167,6847,3834.32,0.56,Online
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,44,61,2684,1610.4,0.6,Online
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Women,Street Footwear,33,74,2442,1221,0.5,Online
Amazon,1185737,"Friday, October 15, 2021",South,Karnatka,Benglore,Women,Apparel,51,68,3468,1213.8,0.35,Outlet
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Street Footwear,49,120,5880,2058,0.35,Outlet
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,40,102,4080,1428,0.35,Outlet
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Street Footwear,44,91,4004,1201.2,0.3,Outlet
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,42,83,3486,1010.94,0.29,Outlet
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Men,Apparel,50,78,3900,1248,0.32,Outlet
Amazon,1185737,"Sunday, November 14, 2021",South,Karnatka,Benglore,Women,Apparel,48,123,5904,2066.4,0.35,Outlet
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Street Footwear,51,178,9078,3177.3,0.35,Outlet
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,37,113,4181,1337.92,0.32,Outlet
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Street Footwear,36,112,4032,1088.64,0.27,Outlet
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,43,105,4515,1264.2,0.28,Outlet
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Men,Apparel,52,90,4680,1357.2,0.29,Outlet
Amazon,1185737,"Monday, December 13, 2021",South,Karnatka,Benglore,Women,Apparel,51,128,6528,2154.24,0.33,Outlet
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Street Footwear,35,179,6265,3257.8,0.52,Outlet
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,36,107,3852,1887.48,0.49,Outlet
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Street Footwear,27,101,2727,1090.8,0.4,Outlet
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Athletic Footwear,29,53,1537,599.43,0.39,Outlet
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Men,Apparel,37,70,2590,1061.9,0.41,Outlet
Amazon,1185737,"Thursday, January 14, 2021",South,Karnatka,Benglore,Women,Apparel,34,104,3536,1520.48,0.43,Outlet
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Men,Street Footwear,33,184,6072,2853.84,0.47,Outlet
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Men,Athletic Footwear,33,72,2376,1116.72,0.47,Outlet
Amazon,1185737,"Friday, February 12, 2021",South,Karnatka,Benglore,Women,Street Footwear,25,85,2125,850,0.4,Outlet
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,45,200,90000,27000,0.3,In-store
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,60,275,165000,49500,0.3,In-store
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,50,375,187500,65625,0.35,In-store
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,50,570,285000,114000,0.4,In-store
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,50,275,137500,55000,0.4,In-store
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,40,300,120000,36000,0.3,In-store
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,45,150,67500,20250,0.3,In-store
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,60,200,120000,36000,0.3,In-store
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,50,300,150000,52500,0.35,In-store
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,50,550,275000,110000,0.4,In-store
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,50,250,125000,50000,0.4,In-store
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,40,250,100000,30000,0.3,In-store
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,45,175,78750,23625,0.3,In-store
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Men,Apparel,60,175,105000,31500,0.3,In-store
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Women,Apparel,50,325,162500,56875,0.35,In-store
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,65,595,386750,154700,0.4,In-store
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,60,300,180000,72000,0.4,In-store
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,55,325,178750,53625,0.3,In-store
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,55,275,151250,45375,0.3,In-store
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,65,300,195000,58500,0.3,In-store
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,70,425,297500,104125,0.35,In-store
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,65,675,438750,175500,0.4,In-store
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,60,425,255000,102000,0.4,In-store
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,55,350,192500,57750,0.3,In-store
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,55,325,178750,53625,0.3,In-store
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,65,325,211250,63375,0.3,In-store
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,70,475,332500,116375,0.35,In-store
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,65,700,455000,182000,0.4,In-store
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,60,450,270000,108000,0.4,Outlet
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,55,375,206250,61875,0.3,Outlet
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,55,325,178750,53625,0.3,Outlet
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,65,350,227500,68250,0.3,Outlet
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,70,525,367500,128625,0.35,Outlet
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,65,675,438750,175500,0.4,Outlet
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,60,450,270000,108000,0.4,Outlet
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,55,375,206250,61875,0.3,Outlet
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,55,275,151250,45375,0.3,Outlet
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Men,Apparel,65,250,162500,48750,0.3,Outlet
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Women,Apparel,70,425,297500,104125,0.35,Outlet
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,65,550,357500,143000,0.4,Outlet
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,60,350,210000,84000,0.4,Outlet
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,55,250,137500,41250,0.3,Outlet
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,55,225,123750,37125,0.3,Outlet
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,65,225,146250,43875,0.3,Outlet
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,70,325,227500,79625,0.35,Outlet
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,42,58,2436,1047.48,0.43,Online
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,56,83,4648,1998.64,0.43,Online
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,46,98,4508,2163.84,0.48,Online
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,49,165,8085,4042.5,0.5,Online
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,49,69,3381,1724.31,0.51,Online
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,38,75,2850,1168.5,0.41,Online
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,44,38,1672,702.24,0.42,Online
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,58,60,3480,1566,0.45,Online
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,45,75,3375,1586.25,0.47,Online
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,48,154,7392,3917.76,0.53,Online
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,49,68,3332,1832.6,0.55,Online
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,38,73,2774,1220.56,0.44,Online
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,44,49,2156,883.96,0.41,Online
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Men,Apparel,57,53,3021,1359.45,0.45,Online
Amazon,1185738,"Sunday, April 18, 2021",South,Tamil Nadu,Chennai,Women,Apparel,46,98,4508,2073.68,0.46,Online
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,64,173,11072,5868.16,0.53,Online
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,54,87,4698,2536.92,0.54,Online
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,51,98,4998,2099.16,0.42,Online
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,52,80,4160,1664,0.4,Online
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,63,78,4914,2211.3,0.45,Online
Amazon,1185738,"Monday, May 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,65,115,7475,3438.5,0.46,Online
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,59,169,9971,5284.63,0.53,Online
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,56,123,6888,3512.88,0.51,Online
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,53,88,4664,2052.16,0.44,Online
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,52,91,4732,1987.44,0.42,Online
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,60,94,5640,2425.2,0.43,Online
Amazon,1185738,"Saturday, June 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,66,138,9108,4280.76,0.47,Online
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,64,196,12544,6648.32,0.53,Online
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,55,131,7205,3602.5,0.5,Online
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,54,109,5886,2413.26,0.41,Online
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,53,85,4505,1982.2,0.44,Online
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,60,102,6120,2509.2,0.41,Online
Amazon,1185738,"Saturday, July 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,64,137,8768,4296.32,0.49,Online
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,60,196,11760,5997.6,0.51,Online
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,58,135,7830,4228.2,0.54,Online
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,52,105,5460,2457,0.45,Online
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,51,72,3672,1542.24,0.42,Online
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Men,Apparel,59,73,4307,1938.15,0.45,Online
Amazon,1185738,"Wednesday, August 18, 2021",South,Tamil Nadu,Chennai,Women,Apparel,64,106,6784,3188.48,0.47,Online
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,59,154,9086,4724.72,0.52,Online
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,54,95,5130,2667.6,0.52,Online
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,52,75,3900,1677,0.43,Online
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,53,56,2968,1246.56,0.42,Online
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,64,63,4032,1733.76,0.43,Online
Amazon,1185738,"Friday, September 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,68,98,6664,3065.44,0.46,Online
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,31,68,2108,716.72,0.34,Outlet
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,41,96,3936,1298.88,0.33,Outlet
Amazon,1185738,"Friday, February 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,36,124,4464,1785.6,0.4,Outlet
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,39,188,7332,3372.72,0.46,Outlet
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,36,88,3168,1457.28,0.46,Outlet
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,32,105,3360,1142.4,0.34,Outlet
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,33,45,1485,549.45,0.37,Outlet
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,47,60,2820,930.6,0.33,Outlet
Amazon,1185738,"Wednesday, March 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,36,99,3564,1354.32,0.38,Outlet
